id,key,n,c,p,location,sitenumber,lat,long,habitat,date,time,species,weight,tl,sl,sex,ae1,ae2,family,year
MOO18FE136,AE1,5.5427627628,38.6034834835,0.5757805585,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,81.7,14.9,11.5,F,1,1,Acanthuridae,2018
MOO18FE137,AE1,6.1831558185,37.2788560158,0.4753941809,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,89.7,15.5,12.1,M,1,1,Acanthuridae,2018
MOO18FE138,AE1,6.7976219512,38.9324390244,0.4178500002,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,122.1,17.1,13.2,M,1,1,Acanthuridae,2018
MOO18FE139,AE1,6.8523376216,37.479949796,0.41580291,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,122.1,16.8,13,M,1,1,Acanthuridae,2018
MOO18FE140,AE1,7.342562814,37.33055276,0.5602426376,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,65.4,13.6,10.7,F,1,1,Acanthuridae,2018
MOO18FE141,AE1,6.2271264368,40.0701724138,0.4478579525,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,88.6,15.4,11.5,M,1,1,Acanthuridae,2018
MOO18FE142,AE1,9.142023121,39.95364162,0.6241586713,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,110.8,16.6,13.2,NA,1,1,Acanthuridae,2018
MOO18FE143,AE1,14.2993975904,39.853271028,0.4074935811,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,128.3,17.7,13.9,M,1,1,Acanthuridae,2018
MOO18FE144,AE1,5.8921690141,38.414084507,0.5672969476,Moorea,NA,NA,NA,NA,2018-05-10,NA,Zebrasoma scopas,110.1,16.6,12.9,NA,1,1,Acanthuridae,2018
MOO18FE145,AE1,4.756011236,32.2517977528,0.351802053,Moorea,NA,NA,NA,NA,2018-10-15,NA,Acanthurus nigricans,23.1,10.1,7.2,NA,1,1,Acanthuridae,2018
MOO18FE146,AE1,5.8841758242,27.3493956044,0.4168520272,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Halichoeres hortulanus,135.9,20.7,16.5,F,1,1,Labridae,2018
MOO18FE147,AE1,3.5810576923,21.1675,0.2927283984,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Halichoeres hortulanus,49.9,15.2,12.4,F,1,1,Labridae,2018
MOO18FE148,AE1,5.6346846847,27.7841441441,0.5368554269,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Paracirrhites hemistictus,104.6,18.1,16,F,1,1,Cirrhitidae,2018
MOO18FE149,AE1,19.6562727273,28.4877727273,0.2767908002,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Zanclus cornutus,93.6,16.5,12.9,F,1,1,Zanclidae,2018
MOO18FE150,AE1,18.6590881459,46.4591489362,1.0446540412,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Dascyllus flavicaudus,27.1,9.9,7.5,F,1,1,Pomacentridae,2018
MOO18FE151,AE1,13.3681690141,44.9094084507,1.0809721094,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Dascyllus flavicaudus,19.6,8.9,6.1,NA,1,1,Pomacentridae,2018
MOO18FE152,AE1,9.4505846154,44.9731076923,2.1305099269,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Neoniphon sammara,69.9,17.9,12.5,NA,1,1,Holocentridae,2018
MOO18FE153,AE1,7.5107836991,37.1480877743,0.8986295507,Moorea,NA,NA,NA,NA,2018-10-15,11:00:00,Neoniphon sammara,48.1,16.2,11.1,NA,1,1,Holocentridae,2018
MOO18F052,AE2,1.6204968944,20.9652173913,0.2258003273,Moorea,S5,-17.48959,-149.86676,Lagoon,2018-03-21,10:00-11:30,Zebrasoma scopas,94.6,16.8,13.8,NA,0,1,Acanthuridae,2018
MOO18F053,AE2,1.2586419753,19.612345679,0.781437931,Moorea,S5,-17.48959,-149.86676,Lagoon,2018-03-21,10:00-11:30,Neoniphon sammara,132.2,20,16.4,NA,0,1,Holocentridae,2018
MOO18F054,AE2,1.2735294118,19.2664961637,0.2087857193,Moorea,S5,-17.48959,-149.86676,Lagoon,2018-03-21,10:00-11:30,Chlorurus spilurus,155.5,18.5,15,F,0,1,Scaridae,2018
MOO18F055,AE2,0.5365277778,17.9488888889,0.1310892723,Moorea,S5,-17.48959,-149.86676,Lagoon,2018-03-21,10:00-11:30,Melichthys vidua,165,18,14.5,F,0,1,Balistidae,2018
MOO18F059,AE2,1.1501246883,16.4758104738,0.89761108,Moorea,S5,-17.48959,-149.86676,Lagoon,2018-03-21,10:00-11:30,Sargocentron caudimaculatum,130.5,19,13,NA,0,1,Holocentridae,2018
MOO18F060,AE2,1.2133832976,19.9631691649,0.176180471,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Chlorurus spilurus,418.2,47.5,21,M,0,1,Scaridae,2018
MOO18F061,AE2,0.6888308977,18.7365344468,0.1195359916,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Melichthys niger,203.4,21,15,F,0,1,Balistidae,2018
MOO18F062,AE2,2.5198734177,24.0962025316,0.7710318182,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Chaetodon ornatissimus,83.1,13.8,12,F,0,1,Chaetodontidae,2018
MOO18F064,AE2,3.3522248244,27.6992974239,1.2737236844,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Chaetodon ornatissimus,93,14.1,12,F,0,1,Chaetodontidae,2018
MOO18F069,AE2,1.4487562189,21.6258706468,0.8907033711,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Melichthys vidua,310,22.5,18,M,0,1,Balistidae,2018
MOO18F070,AE2,2.2358974359,21.0551282051,7.4235731593,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Cephalopholis argus,154.2,21,18.3,NA,0,1,Serranidae,2018
MOO18F071,AE2,1.4575555556,21.4737777778,2.0155820298,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Cephalopholis argus,192.7,24.9,19.5,NA,0,1,Serranidae,2018
MOO18F072,AE2,2.999182243,38.1859813084,0.49896432,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Zanclus cornutus,127,17,14,NA,0,1,Zanclidae,2018
MOO18F074,AE2,4.3974842767,29.3572327044,0.5488559149,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Zanclus cornutus,76.4,14.6,12.5,NA,0,1,Zanclidae,2018
MOO18F077,AE2,4.1747276688,33.0814814815,0.952187386,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Chaetodon reticulatus,53.5,11.8,9.2,NA,0,1,Chaetodontidae,2018
MOO18F078,AE2,2.5047425474,15.4785907859,12.6063691028,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Paracirrhites hemistictus,151.6,20,16.3,NA,0,1,Cirrhitidae,2018
MOO18F080,AE2,3.2892971246,25.6178913738,6.9878788505,Moorea,S6,-17.47294,-149.80658,Slope,2018-03-22,10:40-11:50,Paracirrhites hemistictus,93.7,16.2,14.1,NA,0,1,Cirrhitidae,2018
MOO18F082,AE2,3.3326142132,31.0172588832,1.0251413013,Moorea,S7,-17.5645,-149.887648,Slope,2018-03-23,10:20-12:00,Chaetodon auriga,130.5,19,15,NA,1,1,Chaetodontidae,2018
MOO18F084,AE2,5.5849350649,33.5864935065,0.8938430918,Moorea,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Zanclus cornutus,98.1,17,12.5,F,1,1,Zanclidae,2018
MOO18F085,AE2,0.5133823529,17.3776470588,0.0719358915,Moorea,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Melichthys niger,204.1,22.4,19.2,NA,1,1,Balistidae,2018
MOO18F091,AE2,2.3503125,18.74475,4.9094751366,Moorea,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Sargocentron tiere,163.2,22.1,18.3,F,1,1,Holocentridae,2018
MOO18F096,AE2,4.6126569038,33.3332147937,0.3862548216,Moorea,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Naso lituratus,292,32.3,18.9,NA,1,1,Acanthuridae,2018
MOO18F099,AE2,1.3319472617,19.1456389452,0.2268735747,Moorea,S7,-17.5645,-149.887648,Slope,2018-03-23,10:10-12:00,Chlorurus spilurus,250.9,23.7,18.9,NA,1,1,Scaridae,2018
MOO18F107,AE2,6.4965311005,35.3100478469,2.5127146179,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Epibulus insidiator,88.7,17,13.7,F,1,1,Labridae,2018
MOO18F110,AE2,2.7772522523,28.8216216216,1.1282390772,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Parupeneus multifasciatus,68.7,17.1,12.8,NA,1,1,Mullidae,2018
MOO18F112,AE2,5.8601428571,39.32,1.016840375,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Chaetodon vagabundus,81.6,15,12.4,NA,1,1,Chaetodontidae,2018
MOO18F114,AE2,1.4123505976,23.793625498,0.2315715525,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Melichthys vidua,301.9,22.2,18.6,NA,1,1,Balistidae,2018
MOO18F118,AE2,1.1834862385,20.1086238532,0.2943871156,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Neoniphon sammara,35.2,14.1,10.3,NA,0,1,Holocentridae,2018
MOO18F121,AE2,2.0710893855,22.9482402235,0.7748081561,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Sargocentron caudimaculatum,87.5,17.1,12.9,F,0,1,Holocentridae,2018
MOO18F122,AE2,0.8100308642,17.2555555556,0.6001766435,Moorea,S8,-17.47809,-149.79784,Lagoon,2018-03-24,11:30-13:45,Sargocentron caudimaculatum,57.8,15.4,11.2,F,0,1,Holocentridae,2018
MOO18F123,AE2,2.1062849162,29.8277094972,0.2254818985,Moorea,S9,-17.49824,-149.92755,Slope,2018-03-26,10:00-10:45,Naso lituratus,117.3,19.5,15.5,NA,0,1,Acanthuridae,2018
MOO18F127,AE2,3.7615384615,29.6856548857,0.7591954479,Moorea,S9,-17.49824,-149.92755,Slope,2018-03-26,10:00-10:45,Chaetodon reticulatus,56.4,12.2,10.5,NA,1,1,Chaetodontidae,2018
MOO18F128,AE2,1.0310638298,18.2995744681,0.1841912467,Moorea,S9,-17.49824,-149.92755,Slope,2018-03-26,10:00-10:45,Balistapus undulatus,385.5,26.7,20.6,M,1,1,Balistidae,2018
MOO18F129,AE2,3.15,26.0560321101,4.4415380135,Moorea,S9,-17.49824,-149.92755,Slope,2018-03-26,10:00-10:45,Cephalopholis urodeta,75.9,18.1,14.5,NA,1,1,Serranidae,2018
MOO18F132,AE2,0.5362666667,15.3450666667,0.1406815945,Moorea,S10,-17.4867,-149.88986,Lagoon,2018-03-26,11:20-12:30,Halichoeres hortulanus,174.8,25.6,19.2,M,1,1,Labridae,2018
MOO18F140,AE2,1.2026595745,19.2170212766,0.2576290218,Moorea,S10,-17.4867,-149.88986,Lagoon,2018-03-26,11:20-12:30,Halichoeres trimaculatus,132.2,14,12,NA,0,1,Labridae,2018
MOO18F141,AE2,2.6620426829,24.263597561,0.1430641385,Moorea,S10,-17.4867,-149.88986,Lagoon,2018-03-26,11:20-12:30,Halichoeres hortulanus,57.8,16.4,13.3,NA,1,1,Labridae,2018
MOO18F145,AE2,4.4413636364,33.3158181818,0.4685273177,Moorea,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Acanthurus triostegus,87.7,15,11,F,1,1,Acanthuridae,2018
MOO18F147,AE2,3.8244655582,28.1886698337,0.5714119642,Moorea,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Sufflamen bursa,45.7,12.5,9.7,NA,0,1,Balistidae,2018
MOO18F150,AE2,3.6833333333,32.0264492754,2.164972998,Moorea,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Sargocentron tiere,328.2,27.5,19.2,NA,1,1,Holocentridae,2018
MOO18F152,AE2,2.614368932,21.5638252427,0.3637655908,Moorea,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Sufflamen bursa,36.6,11.8,9,NA,0,1,Balistidae,2018
MOO18F158,AE2,1.6112676056,26.2004024145,0.2165198646,Moorea,S11,-17.53385,-149.91769,Slope,2018-03-27,9:45-11:20,Naso lituratus,168.9,21,15.7,NA,1,1,Acanthuridae,2018
MOO18F171,AE2,0.9936046512,27.0162790698,0.5954097036,Moorea,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Sargocentron caudimaculatum,74.8,16.5,14.6,NA,1,1,Holocentridae,2018
MOO18F177,AE2,0.951396648,17.6804469274,0.1350718972,Moorea,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Cheilinus chlorourus,77.1,16.6,12.5,NA,1,1,Labridae,2018
MOO18F180,AE2,5.2558441558,55.0772077922,0.7516134722,Moorea,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Abudefduf sexfasciatus,76.3,16.5,12.8,NA,0,1,Pomacentridae,2018
MOO18F184,AE2,3.5363344051,25.0431511254,2.5361881875,Moorea,S12,-17.49203,-149.85416,Lagoon,2018-03-29,10:00-11:40,Neoniphon sammara,50.2,17,13.5,NA,0,1,Holocentridae,2018
MOO18F187,AE2,4.1816964286,37.9673214286,0.3562838484,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Acanthurus triostegus,66.5,14,11.9,NA,1,1,Acanthuridae,2018
MOO18F189,AE2,5.3357827476,34.6493290735,0.2642405989,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Acanthurus triostegus,73.9,16,12.5,NA,1,1,Acanthuridae,2018
MOO18F191,AE2,4.3596534653,29.9897524752,1.4761905953,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Chaetodon vagabundus,95.3,15,12.4,NA,0,1,Chaetodontidae,2018
MOO18F193,AE2,1.6471014493,19.5822463768,0.3202094259,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Halichoeres hortulanus,249.8,26.1,20,M,1,1,Labridae,2018
MOO18F194,AE2,0.9731900452,17.1095022624,0.1257516367,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Balistapus undulatus,95.5,15.9,13.1,NA,0,1,Balistidae,2018
MOO18F195,AE2,1.5080736544,20.2947025496,0.1796243817,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Halichoeres hortulanus,158.2,21.2,19,NA,1,1,Labridae,2018
MOO18F196,AE2,7.2359210526,38.0797105263,0.5638249929,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Epibulus insidiator,243.1,26.4,18.2,NA,1,1,Labridae,2018
MOO18F197,AE2,4.0896142433,28.621958457,0.4277521585,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Monotaxis grandoculis,116.1,20.1,15.4,M,1,1,Lethrinidae,2018
MOO18F200,AE2,2.7678229665,24.5702870813,0.3202749448,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Stegastes nigricans,49.1,12,9.8,NA,1,1,Pomacentridae,2018
MOO18F202,AE2,1.6210059172,21.1879289941,0.2787174813,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Abudefduf sexfasciatus,117.6,17.4,13.3,NA,1,1,Pomacentridae,2018
MOO18F208,AE2,1.7168122271,18.262139738,1.1467039726,Moorea,S13,-17.54487,-149.90109,Lagoon,2018-03-30,10:45-12:40,Neoniphon sammara,83.6,19.4,15.9,F,0,1,Holocentridae,2018
MOO18F212,AE2,2.9433098592,30.9842253521,0.4158984422,Moorea,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Acanthurus nigricans,81.5,14.9,12,NA,1,1,Acanthuridae,2018
MOO18F214,AE2,2.2272616137,24.0744498778,0.2319870217,Moorea,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Acanthurus nigricans,121.1,18.4,14.1,NA,0,1,Acanthuridae,2018
MOO18F217,AE2,3.5023136247,34.9542159383,0.836803863,Moorea,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Chaetodon reticulatus,59.1,12.3,10.9,NA,1,1,Chaetodontidae,2018
MOO18F219,AE2,1.841580756,22.2144329897,0.3294923858,Moorea,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Monotaxis grandoculis,240.1,15.8,19.5,M,0,1,Lethrinidae,2018
MOO18F221,AE2,1.323294347,17.7723196881,2.125746895,Moorea,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Paracirrhites hemistictus,132.2,18.9,14.6,F,0,1,Cirrhitidae,2018
MOO18F227,AE2,1.323294347,17.7723196881,8.3513481168,Moorea,S14,-17.50781,-149.76033,Slope,2018-03-31,11:45-14:00,Cephalopholis urodeta,67.6,16,13.2,NA,0,1,Serranidae,2018
MOO18F229,AE2,6.8281481481,44.754,0.3617260907,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Zanclus cornutus,104.7,16.1,12.4,NA,1,1,Zanclidae,2018
MOO18F230,AE2,6.5091973244,42.2664882943,1.9866413068,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Odonus niger,106,19,15,M,1,1,Balistidae,2018
MOO18F235,AE2,3.9872307692,28.7751692308,0.6018009638,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Neoniphon sammara,70.1,18.1,14.1,M,0,1,Holocentridae,2018
MOO18F237,AE2,0.9425977654,16.3463687151,1.2361984627,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Neoniphon sammara,103.7,18.9,15.2,F,0,1,Holocentridae,2018
MOO18F240,AE2,1.4492307692,19.351978022,0.6324095345,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Neoniphon sammara,66.2,17.4,13.1,F,1,1,Holocentridae,2018
MOO18F241,AE2,4.1005617978,28.8669101124,0.0610305561,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Parupeneus multifasciatus,107.3,21.4,15.9,F,1,1,Mullidae,2018
MOO18F242,AE2,2.7745786517,24.4301123596,0.394553257,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Balistapus undulatus,369.3,26.1,19.2,NA,1,1,Balistidae,2018
MOO18F243,AE2,3.6411290323,25.6348790323,0.9673334442,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Parupeneus multifasciatus,132.6,22,19,F,1,1,Mullidae,2018
MOO18F246,AE2,6.4127494457,34.0297117517,0.9727674246,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Epibulus insidiator,104.6,18.5,15.5,F,0,1,Labridae,2018
MOO18F247,AE2,9.3304878049,44.2996747967,0.79907893,Moorea,S15,-17.4869,-149.87532,Lagoon,2018-06-29,10:45-12:15,Epibulus insidiator,183.4,23.8,17.3,M,0,1,Labridae,2018
MOO18F249,AE2,1.9686930091,21.0342857143,0.9866298167,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Sufflamen bursa,72.3,15.1,11.6,F,1,1,Balistidae,2018
MOO18F250,AE2,1.6314084507,21.1394366197,0.2590796324,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Ctenochaetus striatus,99.6,19,16.8,NA,1,1,Acanthuridae,2018
MOO18F251,AE2,2.9379807692,31.7891346154,0.2449703306,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Naso lituratus,253.1,35,20,M,0,1,Acanthuridae,2018
MOO18F252,AE2,0.8754360465,17.6290697674,0.0904465186,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Chlorurus spilurus,278.9,24,19.2,M,1,1,Scaridae,2018
MOO18F253,AE2,6.6247557003,39.7222801303,0.6665644633,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Sufflamen bursa,76.7,16,13,NA,0,1,Balistidae,2018
MOO18F254,AE2,0.0045025641,34.407008547,0.7523701759,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Chaetodon ornatissimus,69.9,12.6,10.2,F,1,1,Chaetodontidae,2018
MOO18F255,AE2,6.1048013245,37.592781457,1.5651981536,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Odonus niger,84.5,18.5,12.7,F,0,1,Balistidae,2018
MOO18F256,AE2,1.6178149606,21.8479133858,0.5048557452,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Chaetodon ornatissimus,86.5,15,12,F,1,1,Chaetodontidae,2018
MOO18F257,AE2,1.1531806616,19.027480916,0.1536251963,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Chlorurus spilurus,159.1,19.8,15.3,F,1,1,Scaridae,2018
MOO18F258,AE2,8.9282506527,52.7608877285,0.3440691944,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Odonus niger,185.3,26.5,16.9,NA,0,1,Balistidae,2018
MOO18F259,AE2,1.6178149606,21.8479133858,0.2318367473,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Melichthys vidua,282.6,20.5,16.2,NA,1,1,Balistidae,2018
MOO18F260,AE2,0.7483568075,18.8148356808,0.1472624373,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Melichthys niger,342.8,23.9,18.7,M,1,1,Balistidae,2018
MOO18F263,AE2,1.9602189781,23.2551094891,0.3972540753,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Melichthys vidua,158.9,17.6,13.4,F,1,1,Balistidae,2018
MOO18F265,AE2,6.456656535,35.8440729483,2.5239455064,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Paracirrhites hemistictus,171.7,22.1,17.4,M,1,1,Cirrhitidae,2018
MOO18F266,AE2,4.0526086957,27.7513043478,1.3015379982,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Epibulus insidiator,232.3,25.1,17.5,F,1,1,Labridae,2018
MOO18F267,AE2,3.2111170213,26.1031914894,2.1932429638,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Cephalopholis argus,126.3,31.5,19.5,F,1,1,Serranidae,2018
MOO18F268,AE2,3.7203874092,27.554527845,1.176175131,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Epibulus insidiator,234.6,26.1,21.2,F,1,1,Labridae,2018
MOO18F272,AE2,2.8880952381,23.2985714286,3.4129045459,Moorea,S16,-17.47325,-149.81839,Slope,2018-06-30,10:45-12:30,Paracirrhites hemistictus,92.9,18.3,15,F,0,1,Cirrhitidae,2018
MOO18F273,AE2,1.1630630631,20.1445045045,0.1489322746,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Ctenochaetus striatus,109.9,18.5,14.5,NA,1,1,Acanthuridae,2018
MOO18F274,AE2,5.4285123967,33.7143801653,0.5877490944,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Zanclus cornutus,96.9,16,13,M,1,1,Zanclidae,2018
MOO18F275,AE2,2.8669426752,27.4524840764,0.1698443017,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Chaetodon reticulatus,69.6,13,10,F,0,1,Chaetodontidae,2018
MOO18F278,AE2,3.0090958904,28.0621369863,0.4557877679,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Chaetodon ornatissimus,103.9,15,12.5,F,1,1,Chaetodontidae,2018
MOO18F281,AE2,2.2190384615,24.9955384615,0.1760938901,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Zebrasoma scopas,121.7,17.5,14,NA,1,1,Acanthuridae,2018
MOO18F282,AE2,2.1735403727,26.0611801242,0.2541804211,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Melichthys vidua,296.7,22.5,17.9,M,1,1,Balistidae,2018
MOO18F283,AE2,1.4939650873,20.3962593516,0.2178935227,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Ctenochaetus striatus,127.3,20,15,NA,1,1,Acanthuridae,2018
MOO18F284,AE2,1.9086144578,22.3563855422,0.2124217726,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Halichoeres hortulanus,185.2,24.1,20.3,M,1,1,Labridae,2018
MOO18F286,AE2,2.1848877805,25.8024937656,0.21331879,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Zebrasoma scopas,125.9,17.5,14,M,1,1,Acanthuridae,2018
MOO18F287,AE2,7.7916510903,40.8629283489,1.5376709384,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Parupeneus multifasciatus,117.1,21.7,16.5,F,1,1,Mullidae,2018
MOO18F289,AE2,1.4123716381,19.8226405868,0.121112301,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Halichoeres hortulanus,107.6,20,17,NA,1,1,Labridae,2018
MOO18F290,AE2,2.4623642173,24.1772523962,0.2793905153,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Cheilinus chlorourus,97.3,18.1,13.7,NA,1,1,Labridae,2018
MOO18F292,AE2,1.1637837838,19.1111711712,0.5231396437,Moorea,S17,-17.47321,-149.78116,Lagoon,2018-07-02,10:45-11:50,Sargocentron caudimaculatum,89.4,18,13.7,M,1,1,Holocentridae,2018
MOO18F295,AE2,1.826361656,20.78954248,0.2210943351,Moorea,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Acanthurus nigricans,116.5,27,23,F,1,1,Acanthuridae,2018
MOO18F296,AE2,3.1401369863,25.7796347032,0.3649689645,Moorea,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Chlorurus spilurus,185,20.4,16.4,M,1,1,Scaridae,2018
MOO18F298,AE2,2.4408,25.2593846154,0.1968068243,Moorea,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Acanthurus nigricans,134.1,17.1,13.8,F,1,1,Acanthuridae,2018
MOO18F299,AE2,2.2607391304,28.9877391304,0.2966966843,Moorea,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Naso lituratus,112.5,19.5,14,F,1,1,Acanthuridae,2018
MOO18F300,AE2,3.5008,28.8925866667,0.8736325311,Moorea,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Chaetodon reticulatus,48.3,11.9,9.7,M,1,1,Chaetodontidae,2018
MOO18F301,AE2,3.3564755839,27.5418683652,0.5616399044,Moorea,S18,-17.48229,-149.88779,Slope,2018-07-03,10.15-11.55,Chaetodon reticulatus,31.2,10.4,7.5,NA,0,1,Chaetodontidae,2018
