id,location,sitename,sitenumber,lat,long,habitat,date,time,family,species,weight,tl,sl,sex,w_liv,w_gon,ae1,ae2,key,n,c,p
MOO18F193,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Labridae,Halichoeres hortulanus,249.8,26.1,20,M,NA,NA,1,1,AE1,5.8943396226,25.1543632075,0.469947816
MOO18F193,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Labridae,Halichoeres hortulanus,249.8,26.1,20,M,NA,NA,1,1,AE2,1.6471014493,19.5822463768,0.3202094259
MOO18F194,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Balistidae,Balistapus undulatus,95.5,15.9,13.1,NA,NA,NA,0,1,AE2,0.9731900452,17.1095022624,0.1257516367
MOO18F195,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Labridae,Halichoeres hortulanus,158.2,21.2,19,NA,NA,NA,1,1,AE1,4.5622429907,18.3045093458,0.136240971
MOO18F195,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Labridae,Halichoeres hortulanus,158.2,21.2,19,NA,NA,NA,1,1,AE2,1.5080736544,20.2947025496,0.1796243817
MOO18F196,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Labridae,Epibulus insidiator,243.1,26.4,18.2,NA,NA,NA,1,1,AE1,2.263322884,16.1663636364,0.7630486322
MOO18F196,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Labridae,Epibulus insidiator,243.1,26.4,18.2,NA,NA,NA,1,1,AE2,7.2359210526,38.0797105263,0.5638249929
MOO18F197,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Lethrinidae,Monotaxis grandoculis,116.1,20.1,15.4,M,NA,NA,1,1,AE1,5.4774084507,30.5013802817,0.2845538751
MOO18F197,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Lethrinidae,Monotaxis grandoculis,116.1,20.1,15.4,M,NA,NA,1,1,AE2,4.0896142433,28.621958457,0.4277521585
MOO18F200,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Pomacentridae,Stegastes nigricans,49.1,12,9.8,NA,NA,NA,1,1,AE1,2.1174358974,32.2587820513,0.3348240594
MOO18F200,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Pomacentridae,Stegastes nigricans,49.1,12,9.8,NA,NA,NA,1,1,AE2,2.7678229665,24.5702870813,0.3202749448
MOO18F202,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Pomacentridae,Abudefduf sexfasciatus,117.6,17.4,13.3,NA,NA,NA,1,1,AE1,3.7862108262,29.3617378917,0.6825923985
MOO18F202,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Pomacentridae,Abudefduf sexfasciatus,117.6,17.4,13.3,NA,NA,NA,1,1,AE2,1.6210059172,21.1879289941,0.2787174813
MOO18F208,Moorea,TheHangover,S13,-17.54487,-149.90109,Lagoon,30/03/2018,10:45-12:40,Holocentridae,Neoniphon sammara,83.6,19.4,15.9,F,NA,NA,0,1,AE2,1.7168122271,18.262139738,1.1467039726
MOO18F212,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Acanthuridae,Acanthurus nigricans,81.5,14.9,12,NA,NA,NA,1,1,AE2,2.9433098592,30.9842253521,0.4158984422
MOO18F214,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Acanthuridae,Acanthurus nigricans,121.1,18.4,14.1,NA,NA,NA,0,1,AE2,2.2272616137,24.0744498778,0.2319870217
MOO18F217,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Chaetodontidae,Chaetodon reticulatus,59.1,12.3,10.9,NA,NA,NA,1,1,AE1,7.8963265306,42.0680102041,0.8157357907
MOO18F217,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Chaetodontidae,Chaetodon reticulatus,59.1,12.3,10.9,NA,NA,NA,1,1,AE2,3.5023136247,34.9542159383,0.836803863
MOO18F219,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Lethrinidae,Monotaxis grandoculis,240.1,15.8,19.5,M,NA,NA,0,1,AE2,1.841580756,22.2144329897,0.3294923858
MOO18F221,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Cirrhitidae,Paracirrhites hemistictus,132.2,18.9,14.6,F,NA,NA,0,1,AE2,1.323294347,17.7723196881,2.125746895
MOO18F227,Moorea,Tamae,S14,-17.50781,-149.76033,Slope,31/03/2018,11:45-14:00,Serranidae,Cephalopholis urodeta,67.6,16,13.2,NA,NA,NA,0,1,AE2,1.323294347,17.7723196881,8.3513481168
MOO18F229,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Zanclidae,Zanclus cornutus,104.7,16.1,12.4,NA,NA,NA,1,1,AE1,2.474020202,21.0972525253,0.1477206607
MOO18F229,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Zanclidae,Zanclus cornutus,104.7,16.1,12.4,NA,NA,NA,1,1,AE2,6.8281481481,44.754,0.3617260907
MOO18F230,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Balistidae,Odonus niger,106,19,15,M,NA,NA,1,1,AE1,3.6781341108,31.1685714286,0.9655801095
MOO18F230,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Balistidae,Odonus niger,106,19,15,M,NA,NA,1,1,AE2,6.5091973244,42.2664882943,1.9866413068
MOO18F235,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Holocentridae,Neoniphon sammara,70.1,18.1,14.1,M,NA,NA,0,1,AE2,3.9872307692,28.7751692308,0.6018009638
MOO18F237,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Holocentridae,Neoniphon sammara,103.7,18.9,15.2,F,NA,NA,0,1,AE2,0.9425977654,16.3463687151,1.2361984627
MOO18F240,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Holocentridae,Neoniphon sammara,66.2,17.4,13.1,F,NA,NA,1,1,AE1,2.6097175141,23.1548587571,0.4774887315
MOO18F240,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Holocentridae,Neoniphon sammara,66.2,17.4,13.1,F,NA,NA,1,1,AE2,1.4492307692,19.351978022,0.6324095345
MOO18F241,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Mullidae,Parupeneus multifasciatus,107.3,21.4,15.9,F,NA,NA,1,1,AE1,5.820475162,30.1198488121,1.165972044
MOO18F241,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Mullidae,Parupeneus multifasciatus,107.3,21.4,15.9,F,NA,NA,1,1,AE2,4.1005617978,28.8669101124,0.0610305561
MOO18F242,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Balistidae,Balistapus undulatus,369.3,26.1,19.2,NA,NA,NA,1,1,AE1,1.5727102804,19.9853271028,0.4633742975
MOO18F242,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Balistidae,Balistapus undulatus,369.3,26.1,19.2,NA,NA,NA,1,1,AE2,2.7745786517,24.4301123596,0.394553257
MOO18F243,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Mullidae,Parupeneus multifasciatus,132.6,22,19,F,NA,NA,1,1,AE1,8.8146214099,37.9044125326,2.0257073774
MOO18F243,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Mullidae,Parupeneus multifasciatus,132.6,22,19,F,NA,NA,1,1,AE2,3.6411290323,25.6348790323,0.9673334442
MOO18F246,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Labridae,Epibulus insidiator,104.6,18.5,15.5,F,NA,NA,0,1,AE2,6.4127494457,34.0297117517,0.9727674246
MOO18F247,Moorea,3Buoys,S15,-17.4869,-149.87532,Lagoon,29/06/2018,10:45-12:15,Labridae,Epibulus insidiator,183.4,23.8,17.3,M,NA,NA,0,1,AE2,9.3304878049,44.2996747967,0.79907893
MOO18F249,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Sufflamen bursa,72.3,15.1,11.6,F,NA,NA,1,1,AE1,1.3278504673,19.9023987539,0.3904110245
MOO18F249,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Sufflamen bursa,72.3,15.1,11.6,F,NA,NA,1,1,AE2,1.9686930091,21.0342857143,0.9866298167
MOO18F250,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Acanthuridae,Ctenochaetus striatus,99.6,19,16.8,NA,NA,NA,1,1,AE1,0.1894736842,14.4647587719,0.0699211969
MOO18F250,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Acanthuridae,Ctenochaetus striatus,99.6,19,16.8,NA,NA,NA,1,1,AE2,1.6314084507,21.1394366197,0.2590796324
MOO18F251,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Acanthuridae,Naso lituratus,253.1,35,20,M,NA,NA,0,1,AE2,2.9379807692,31.7891346154,0.2449703306
MOO18F252,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Chlorurus spilurus,278.9,24,19.2,M,NA,NA,1,1,AE1,0.5656074766,16.4699766355,0.1362033635
MOO18F252,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Chlorurus spilurus,278.9,24,19.2,M,NA,NA,1,1,AE2,0.8754360465,17.6290697674,0.0904465186
MOO18F253,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Sufflamen bursa,76.7,16,13,NA,NA,NA,0,1,AE2,6.6247557003,39.7222801303,0.6665644633
MOO18F254,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Chaetodontidae,Chaetodon ornatissimus,69.9,12.6,10.2,F,NA,NA,1,1,AE1,7.7813449024,40.8951193059,1.0093094214
MOO18F254,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Chaetodontidae,Chaetodon ornatissimus,69.9,12.6,10.2,F,NA,NA,1,1,AE2,0.0045025641,34.407008547,0.7523701759
MOO18F255,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Odonus niger,84.5,18.5,12.7,F,NA,NA,0,1,AE2,6.1048013245,37.592781457,1.5651981536
MOO18F256,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Chaetodontidae,Chaetodon ornatissimus,86.5,15,12,F,NA,NA,1,1,AE1,5.9613866667,35.9174666667,0.5663213254
MOO18F256,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Chaetodontidae,Chaetodon ornatissimus,86.5,15,12,F,NA,NA,1,1,AE2,1.6178149606,21.8479133858,0.5048557452
MOO18F257,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Chlorurus spilurus,159.1,19.8,15.3,F,NA,NA,1,1,AE1,1.6079620853,19.7172037915,0.2767809251
MOO18F257,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Chlorurus spilurus,159.1,19.8,15.3,F,NA,NA,1,1,AE2,1.1531806616,19.027480916,0.1536251963
MOO18F258,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Odonus niger,185.3,26.5,16.9,NA,NA,NA,0,1,AE2,8.9282506527,52.7608877285,0.3440691944
MOO18F259,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Melichthys vidua,282.6,20.5,16.2,NA,NA,NA,1,1,AE1,5.8258536585,28.8026219512,0.3108118588
MOO18F259,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Melichthys vidua,282.6,20.5,16.2,NA,NA,NA,1,1,AE2,1.6178149606,21.8479133858,0.2318367473
MOO18F260,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Melichthys niger,342.8,23.9,18.7,M,NA,NA,1,1,AE1,0.7483568075,18.8148356808,0.1493516316
MOO18F260,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Melichthys niger,342.8,23.9,18.7,M,NA,NA,1,1,AE2,0.7483568075,18.8148356808,0.1472624373
MOO18F263,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Melichthys vidua,158.9,17.6,13.4,F,NA,NA,1,1,AE1,17.6651851852,29.8171693122,0.5260213427
MOO18F263,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Balistidae,Melichthys vidua,158.9,17.6,13.4,F,NA,NA,1,1,AE2,1.9602189781,23.2551094891,0.3972540753
MOO18F265,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Cirrhitidae,Paracirrhites hemistictus,171.7,22.1,17.4,M,NA,NA,1,1,AE1,10.6840108401,31.3473170732,2.0860399515
MOO18F265,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Cirrhitidae,Paracirrhites hemistictus,171.7,22.1,17.4,M,NA,NA,1,1,AE2,6.456656535,35.8440729483,2.5239455064
MOO18F266,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Epibulus insidiator,232.3,25.1,17.5,F,NA,NA,1,1,AE1,6.0034311512,25.0471331828,2.1637373309
MOO18F266,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Epibulus insidiator,232.3,25.1,17.5,F,NA,NA,1,1,AE2,4.0526086957,27.7513043478,1.3015379982
MOO18F267,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Serranidae,Cephalopholis argus,126.3,31.5,19.5,F,NA,NA,1,1,AE1,11.8889655172,49.6045258621,3.1316966875
MOO18F267,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Serranidae,Cephalopholis argus,126.3,31.5,19.5,F,NA,NA,1,1,AE2,3.2111170213,26.1031914894,2.1932429638
MOO18F268,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Epibulus insidiator,234.6,26.1,21.2,F,NA,NA,1,1,AE1,6.2815932914,26.8280083857,0.755739904
MOO18F268,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Labridae,Epibulus insidiator,234.6,26.1,21.2,F,NA,NA,1,1,AE2,3.7203874092,27.554527845,1.176175131
MOO18F272,Moorea,Gump,S16,-17.47325,-149.81839,Slope,30/06/2018,10:45-12:30,Cirrhitidae,Paracirrhites hemistictus,92.9,18.3,15,F,NA,NA,0,1,AE2,2.8880952381,23.2985714286,3.4129045459
MOO18F273,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Ctenochaetus striatus,109.9,18.5,14.5,NA,NA,NA,1,1,AE1,3.4230103093,14.6433814433,0.0515907012
MOO18F273,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Ctenochaetus striatus,109.9,18.5,14.5,NA,NA,NA,1,1,AE2,1.1630630631,20.1445045045,0.1489322746
MOO18F274,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Zanclidae,Zanclus cornutus,96.9,16,13,M,NA,NA,1,1,AE1,6.1207272727,23.8233409091,0.2156695734
MOO18F274,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Zanclidae,Zanclus cornutus,96.9,16,13,M,NA,NA,1,1,AE2,5.4285123967,33.7143801653,0.5877490944
MOO18F275,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Chaetodontidae,Chaetodon reticulatus,69.6,13,10,F,NA,NA,0,1,AE2,2.8669426752,27.4524840764,0.1698443017
MOO18F277,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Chaetodontidae,Chaetodon vagabundus,74.2,14.9,11.9,M,NA,NA,1,0,AE1,8.449015873,38.0261587302,0.6013067297
MOO18F278,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Chaetodontidae,Chaetodon ornatissimus,103.9,15,12.5,F,NA,NA,1,1,AE1,3.6623343849,25.2674132492,0.3983745848
MOO18F278,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Chaetodontidae,Chaetodon ornatissimus,103.9,15,12.5,F,NA,NA,1,1,AE2,3.0090958904,28.0621369863,0.4557877679
MOO18F281,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Zebrasoma scopas,121.7,17.5,14,NA,NA,NA,1,1,AE1,5.8733893557,37.2105042017,0.2391781046
MOO18F281,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Zebrasoma scopas,121.7,17.5,14,NA,NA,NA,1,1,AE2,2.2190384615,24.9955384615,0.1760938901
MOO18F282,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Balistidae,Melichthys vidua,296.7,22.5,17.9,M,NA,NA,1,1,AE1,2.1735403727,26.0611801242,0.3500346898
MOO18F282,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Balistidae,Melichthys vidua,296.7,22.5,17.9,M,NA,NA,1,1,AE2,2.1735403727,26.0611801242,0.2541804211
MOO18F283,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Ctenochaetus striatus,127.3,20,15,NA,NA,NA,1,1,AE1,6.0472279261,31.5051428571,0.0557010649
MOO18F283,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Ctenochaetus striatus,127.3,20,15,NA,NA,NA,1,1,AE2,1.4939650873,20.3962593516,0.2178935227
MOO18F284,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Labridae,Halichoeres hortulanus,185.2,24.1,20.3,M,NA,NA,1,1,AE1,32.8763466042,26.0703517588,0.1489351595
MOO18F284,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Labridae,Halichoeres hortulanus,185.2,24.1,20.3,M,NA,NA,1,1,AE2,1.9086144578,22.3563855422,0.2124217726
MOO18F285,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Mullidae,Parupeneus multifasciatus,67.3,17.4,12.9,F,NA,NA,1,0,AE1,16.1880851064,31.9901437372,0.8406757368
MOO18F286,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Zebrasoma scopas,125.9,17.5,14,M,NA,NA,1,1,AE1,6.0343801653,35.6929958678,0.20806402970000001
MOO18F286,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Acanthuridae,Zebrasoma scopas,125.9,17.5,14,M,NA,NA,1,1,AE2,2.1848877805,25.8024937656,0.21331879
MOO18F287,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Mullidae,Parupeneus multifasciatus,117.1,21.7,16.5,F,NA,NA,1,1,AE1,10.9126436782,30.5415804598,0.8693065739
MOO18F287,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Mullidae,Parupeneus multifasciatus,117.1,21.7,16.5,F,NA,NA,1,1,AE2,7.7916510903,40.8629283489,1.5376709384
MOO18F289,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Labridae,Halichoeres hortulanus,107.6,20,17,NA,NA,NA,1,1,AE1,3.8341736695,22.0918487395,0.3187010726
MOO18F289,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Labridae,Halichoeres hortulanus,107.6,20,17,NA,NA,NA,1,1,AE2,1.4123716381,19.8226405868,0.121112301
MOO18F290,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Labridae,Cheilinus chlorourus,97.3,18.1,13.7,NA,NA,NA,1,1,AE1,4.601,22.8987291667,0.3756303879
MOO18F290,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Labridae,Cheilinus chlorourus,97.3,18.1,13.7,NA,NA,NA,1,1,AE2,2.4623642173,24.1772523962,0.2793905153
MOO18F292,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Holocentridae,Sargocentron caudimaculatum,89.4,18,13.7,M,NA,NA,1,1,AE1,3.7486956522,23.6130434783,0.5674994255
MOO18F292,Moorea,LastPass,S17,-17.47321,-149.78116,Lagoon,02/07/2018,10:45-11:50,Holocentridae,Sargocentron caudimaculatum,89.4,18,13.7,M,NA,NA,1,1,AE2,1.1637837838,19.1111711712,0.5231396437
MOO18F295,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Acanthuridae,Acanthurus nigricans,116.5,27,23,F,NA,NA,1,1,AE2,1.826361656,20.78954248,0.2210943351
MOO18F296,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Labridae,Chlorurus spilurus,185,20.4,16.4,M,NA,NA,1,1,AE1,7.9048231510999996,20.2934726688,0.2361985142
MOO18F296,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Labridae,Chlorurus spilurus,185,20.4,16.4,M,NA,NA,1,1,AE2,3.1401369863,25.7796347032,0.3649689645
MOO18F298,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Acanthuridae,Acanthurus nigricans,134.1,17.1,13.8,F,NA,NA,1,1,AE1,10.6518616352,40.3287292818,0.1636523281
MOO18F298,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Acanthuridae,Acanthurus nigricans,134.1,17.1,13.8,F,NA,NA,1,1,AE2,2.4408,25.2593846154,0.1968068243
MOO18F299,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Acanthuridae,Naso lituratus,112.5,19.5,14,F,NA,NA,1,1,AE1,2.0423762376,34.8953217822,0.1254901198
MOO18F299,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Acanthuridae,Naso lituratus,112.5,19.5,14,F,NA,NA,1,1,AE2,2.2607391304,28.9877391304,0.2966966843
MOO18F300,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Chaetodontidae,Chaetodon reticulatus,48.3,11.9,9.7,M,NA,NA,1,1,AE1,7.0129353234,33.866641791,3.5207674008
MOO18F300,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Chaetodontidae,Chaetodon reticulatus,48.3,11.9,9.7,M,NA,NA,1,1,AE2,3.5008,28.8925866667,0.8736325311
MOO18F301,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Chaetodontidae,Chaetodon reticulatus,31.2,10.4,7.5,NA,NA,NA,0,1,AE2,3.3564755839,27.5418683652,0.5616399044
MOO18F302,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Chaetodontidae,Chaetodon ornatissimus,58.7,12.5,10.5,NA,NA,NA,1,1,AE1,3.5906574394,31.3183391003,1.0148065803
MOO18F302,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Chaetodontidae,Chaetodon ornatissimus,58.7,12.5,10.5,NA,NA,NA,1,1,AE2,3.5906574394,31.3183391003,0.6186268461
MOO18F304,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Cirrhitidae,Paracirrhites hemistictus,103.1,18.1,14,M,NA,NA,1,1,AE1,21.7832432432,41.4897196262,3.5917964917
MOO18F304,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Cirrhitidae,Paracirrhites hemistictus,103.1,18.1,14,M,NA,NA,1,1,AE2,3.0251416122,19.6278867102,NA
MOO18F305,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Balistidae,Melichthys niger,220.7,20.2,16.5,F,NA,NA,1,1,AE1,3.462300885,34.7447345133,0.4302248216
MOO18F305,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Balistidae,Melichthys niger,220.7,20.2,16.5,F,NA,NA,1,1,AE2,1.6621483376,23.9540153453,0.2170602553
MOO18F306,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Cirrhitidae,Paracirrhites hemistictus,168.4,20.9,16.5,M,NA,NA,0,1,AE2,9.8776657825,49.616127321,1.0130161585
MOO18F307,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Labridae,Epibulus insidiator,212.7,26.5,23,F,NA,NA,0,1,AE2,4.6263283582,31.8819104478,0.3896523397
MOO18F308,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Balistidae,Odonus niger,83.7,17.1,12.5,M,NA,NA,0,1,AE2,9.8939058172,45.5078116343,1.1962645578
MOO18F310,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Balistidae,Balistapus undulatus,91.3,15.1,11.9,F,NA,NA,1,1,AE1,4.2408888889,27.8059166667,0.8727305397
MOO18F310,Moorea,TiaharaPass,S18,-17.48229,-149.88779,Slope,03/07/2018,10.15-11.55,Balistidae,Balistapus undulatus,91.3,15.1,11.9,F,NA,NA,1,1,AE2,3.529888268,25.59553073,0.4966951017
MOO18F315,Moorea,Chrisp,S19,-17.47584,-149.83394,Slope,04/07/2018,10.00-12.00,Labridae,Chlorurus spilurus,314.9,24.2,20.1,M,NA,NA,1,1,AE1,1.9520712695,20.2687750557,0.2493229853
